engine_capacity_cc,fuel_category,owner_count,car_brand,transmission_type,exterior_color,fuel_efficiency_kmpl
5000,Diesel,1,Hyundai,Manual,Blue,9.53965367
800,Petrol,3,Nissan,Manual,Blue,20.69491898
1800,Diesel,3,Honda,Manual,Silver,20.200446
800,Diesel,3,Kia,Manual,Red,19.55063244
2500,Electric,4,Tesla,Automatic,Black,18.90686393
1200,Diesel,3,Hyundai,Manual,Blue,20.02259261
2500,Petrol,2,Toyota,Automatic,Silver,19.59444148
800,Diesel,3,Honda,Manual,White,18.57280691
5000,Diesel,3,Honda,Automatic,Gray,14.39726648
1200,Electric,4,Toyota,Manual,Red,20.03100464
1800,Petrol,5,BMW,Automatic,Black,23.8062285
1500,Diesel,5,Nissan,Manual,Gray,13.28712443
4000,Diesel,3,Volkswagen,Automatic,Silver,11.17332123
5000,Diesel,4,Nissan,Manual,Blue,19.24529842
1000,Electric,1,Tesla,Manual,Blue,18.90615158
1800,Diesel,1,Volkswagen,Manual,Gray,16.75231374
4000,Petrol,2,Volkswagen,Automatic,Gray,17.47083282
3000,Diesel,2,BMW,Manual,Red,17.56228175
5000,Diesel,5,Hyundai,Manual,White,18.9509015
1800,Petrol,4,Volkswagen,Automatic,Gray,20.80012926
1800,Petrol,3,BMW,Manual,Red,18.98718958
2500,Petrol,5,Nissan,Automatic,White,17.27795905
2000,Electric,2,Tesla,Automatic,Blue,25.45189723
1500,Electric,1,BMW,Manual,Gray,11.80753908
4000,Electric,5,Volkswagen,Manual,Blue,16.20647359
2500,Diesel,2,Toyota,Automatic,Silver,19.91758451
1800,Petrol,2,Toyota,Manual,White,13.52647671
2000,Petrol,1,Chevrolet,Automatic,Blue,19.68714722
1000,Petrol,1,BMW,Automatic,White,16.23422305
2500,Petrol,5,Honda,Manual,Silver,21.63168062
3000,Diesel,3,Toyota,Manual,Gray,16.35030984
1000,Petrol,5,BMW,Manual,White,23.01508337
4000,Diesel,3,Chevrolet,Automatic,Gray,21.16029599
800,Electric,2,Ford,Automatic,Gray,23.75334712
800,Diesel,1,Tesla,Manual,White,18.54628799
5000,Electric,5,BMW,Automatic,White,2.325192641
4000,Diesel,5,Nissan,Manual,Silver,10.70442594
1800,Diesel,4,Hyundai,Automatic,Gray,15.78183736
1500,Petrol,3,Volkswagen,Manual,Blue,10.88420326
5000,Electric,5,Kia,Automatic,Black,13.92116419
4000,Electric,5,Toyota,Automatic,Blue,22.84467835
2000,Petrol,3,Kia,Automatic,Gray,27.00433915
3000,Petrol,4,Toyota,Automatic,Red,9.800113838
4000,Petrol,3,Honda,Manual,Red,18.60953343
4000,Petrol,1,Tesla,Manual,White,22.10288245
1500,Electric,2,Hyundai,Manual,Blue,12.88491249
800,Petrol,1,Kia,Manual,White,21.75536888
5000,Electric,1,Hyundai,Automatic,Blue,21.52951339
1500,Electric,4,Ford,Automatic,Blue,18.15351887
2500,Diesel,5,BMW,Manual,Silver,19.49453377
3000,Electric,3,Hyundai,Manual,White,19.88563052
1200,Petrol,1,Chevrolet,Manual,Black,21.09090713
5000,Petrol,3,Toyota,Automatic,Blue,11.5715388
3000,Electric,5,Honda,Manual,Black,23.50776973
3000,Electric,3,Ford,Automatic,Silver,16.33812474
1500,Electric,4,Chevrolet,Manual,Black,21.16083447
1800,Petrol,5,Tesla,Manual,Red,15.38536665
3000,Electric,2,Hyundai,Automatic,Red,17.5146251
2500,Electric,1,Ford,Manual,Gray,13.39688113
2500,Diesel,1,Toyota,Automatic,White,15.12212312
5000,Electric,5,Kia,Manual,Gray,15.7148139
1200,Diesel,2,BMW,Manual,Red,13.82676675
1200,Electric,5,Ford,Automatic,White,22.34111659
800,Petrol,2,Volkswagen,Automatic,Black,24.76792938
1500,Electric,3,Nissan,Manual,White,13.87393741
3000,Electric,1,Ford,Automatic,Gray,10.52302446
1000,Diesel,3,BMW,Manual,Black,17.7866511
2000,Diesel,5,Toyota,Manual,Red,16.26774273
1500,Electric,1,Toyota,Automatic,Black,21.47095947
1800,Electric,4,Honda,Automatic,Red,14.62253265
1000,Diesel,3,Kia,Manual,White,18.6896634
800,Electric,4,Ford,Automatic,Gray,17.64137119
4000,Electric,5,Nissan,Automatic,White,22.43367458
1800,Electric,5,Kia,Manual,White,18.51026455
1000,Petrol,4,Toyota,Manual,Blue,19.59945901
2000,Electric,2,Nissan,Automatic,Red,20.37864726
1000,Petrol,4,Hyundai,Automatic,Blue,9.641512601
1500,Petrol,3,Toyota,Automatic,Red,23.46803272
2000,Petrol,3,Chevrolet,Manual,Black,18.23056881
3000,Diesel,3,Ford,Manual,Blue,8.902446356
1500,Electric,2,Chevrolet,Manual,Blue,20.86094207
1200,Petrol,5,Nissan,Automatic,Gray,18.90836441
3000,Petrol,2,Ford,Automatic,Red,22.99697435
5000,Petrol,4,BMW,Manual,White,16.6478956
2000,Diesel,3,Tesla,Automatic,Gray,11.3563347
2500,Petrol,2,Kia,Manual,Silver,25.2541689
2000,Electric,4,Kia,Automatic,Black,17.33282063
1200,Electric,1,Toyota,Manual,White,24.19255214
2000,Petrol,4,Volkswagen,Manual,White,19.69089764
1500,Diesel,4,Tesla,Automatic,Red,16.46797285
3000,Diesel,5,Chevrolet,Manual,Blue,9.957336666
5000,Petrol,3,Chevrolet,Manual,Gray,16.07293391
2500,Petrol,3,Chevrolet,Automatic,Silver,19.59251926
1000,Diesel,1,Kia,Automatic,Black,21.42105925
2500,Diesel,1,Volkswagen,Automatic,Black,16.53661411
1200,Petrol,3,Ford,Manual,Red,19.59352141
1800,Electric,2,BMW,Automatic,Blue,20.29286565
2000,Diesel,1,Chevrolet,Manual,Silver,19.34212856
2500,Diesel,1,Honda,Automatic,Silver,10.84600539
5000,Electric,5,Kia,Automatic,Blue,18.59143496
1200,Diesel,4,Honda,Manual,White,23.83533494
2500,Electric,4,Volkswagen,Automatic,Gray,12.96327399
1500,Electric,4,Chevrolet,Manual,White,12.95051875
800,Diesel,5,Volkswagen,Automatic,Silver,18.20613545
2000,Petrol,1,Volkswagen,Manual,White,20.20346366
800,Electric,1,Honda,Manual,Gray,20.93133689
1500,Diesel,4,Ford,Automatic,Silver,19.51884932
1500,Petrol,5,Toyota,Manual,White,20.35622592
2500,Electric,2,Volkswagen,Automatic,Red,15.75012332
3000,Diesel,5,Kia,Automatic,Red,16.91605788
1200,Electric,5,Tesla,Automatic,Blue,14.04358043
3000,Diesel,5,Honda,Manual,Silver,17.54625294
1800,Diesel,3,Chevrolet,Automatic,Black,16.68449211
5000,Electric,4,Nissan,Manual,Silver,20.36625581
800,Electric,5,Nissan,Manual,Gray,21.31907789
2000,Electric,2,BMW,Automatic,Black,22.5090426
3000,Petrol,2,Tesla,Manual,Silver,18.77140755
2500,Electric,3,Ford,Automatic,Blue,21.23744038
4000,Diesel,5,Nissan,Manual,Gray,19.90121282
2000,Electric,5,Tesla,Automatic,Silver,8.999619557
2500,Petrol,4,Ford,Automatic,Black,29.37273767
4000,Petrol,3,Honda,Manual,Silver,21.23896553
1200,Diesel,2,Tesla,Manual,Silver,19.37913778
5000,Diesel,2,Nissan,Manual,Gray,14.3864758
2000,Petrol,4,Chevrolet,Automatic,Black,13.87213586
5000,Electric,5,Kia,Manual,Blue,26.06270539
2000,Diesel,1,Volkswagen,Manual,Silver,18.26892748
2000,Diesel,5,Chevrolet,Automatic,Red,11.45239512
4000,Electric,4,Nissan,Automatic,Silver,17.96782365
2500,Petrol,2,Kia,Automatic,White,15.04462423
1500,Electric,1,Ford,Manual,Blue,20.47697471
4000,Electric,1,Toyota,Automatic,White,21.79489113
1000,Diesel,1,Kia,Manual,Silver,21.66351403
1500,Electric,2,Ford,Manual,Silver,16.07182712
800,Petrol,2,Chevrolet,Automatic,Black,10.3903241
2000,Electric,2,BMW,Manual,White,12.73371717
4000,Diesel,2,Kia,Automatic,Black,30.68833766
1500,Diesel,4,Nissan,Manual,Gray,15.88521849
1800,Petrol,5,Honda,Manual,Red,25.82784057
1000,Diesel,2,Volkswagen,Manual,Silver,16.63936511
4000,Diesel,5,Chevrolet,Manual,Red,16.85637896
1000,Petrol,1,Volkswagen,Automatic,Blue,21.19552872
1200,Electric,4,Tesla,Automatic,Silver,22.29280173
5000,Petrol,3,Honda,Manual,White,20.56981608
3000,Diesel,1,Chevrolet,Automatic,Silver,13.21043634
800,Electric,5,Chevrolet,Automatic,White,12.90321132
2000,Diesel,2,Chevrolet,Automatic,Black,16.52682366
1000,Petrol,5,Volkswagen,Manual,Black,23.40500911
4000,Diesel,1,Honda,Automatic,Blue,8.72795012
2000,Petrol,3,Kia,Automatic,Black,12.75865717
1000,Electric,1,BMW,Automatic,Red,22.25954634
2000,Electric,1,Chevrolet,Automatic,Black,23.20938555
4000,Petrol,1,Volkswagen,Automatic,Red,12.7631507
2500,Diesel,4,Kia,Manual,Red,12.3478972
3000,Diesel,2,Honda,Manual,Blue,17.41296219
4000,Electric,3,Kia,Automatic,Red,16.99003812
1800,Electric,3,Hyundai,Automatic,Silver,17.35865843
2000,Petrol,2,Honda,Manual,Gray,14.51079978
4000,Diesel,2,Hyundai,Manual,Red,18.2712234
2500,Diesel,1,Ford,Manual,Blue,17.07810709
1800,Electric,5,Ford,Automatic,Black,9.761545282
1800,Petrol,4,Honda,Manual,Black,24.22134921
2000,Petrol,5,Hyundai,Manual,White,18.50023619
4000,Diesel,5,BMW,Automatic,Red,13.0730666
3000,Petrol,2,Nissan,Automatic,White,16.89058813
4000,Electric,2,Honda,Manual,White,23.09319865
1500,Diesel,4,Chevrolet,Automatic,White,21.57924311
1200,Petrol,4,Tesla,Manual,Red,15.33898852
2000,Petrol,5,Tesla,Manual,Silver,14.55471796
1200,Diesel,4,Hyundai,Automatic,Blue,19.65470617
2000,Diesel,2,Hyundai,Manual,Black,18.79761185
2000,Petrol,4,Chevrolet,Manual,Silver,22.42533943
2500,Diesel,4,Hyundai,Automatic,Blue,18.85985207
1500,Diesel,3,Hyundai,Manual,Black,21.46968806
1800,Electric,2,Hyundai,Manual,White,19.03975789
4000,Diesel,2,Ford,Automatic,Black,23.75463604
3000,Petrol,4,Kia,Manual,White,15.16474962
2500,Electric,1,Tesla,Automatic,Silver,19.06350791
5000,Petrol,2,Kia,Automatic,White,23.61280589
4000,Electric,3,Ford,Manual,Blue,7.499892284
2000,Electric,4,Honda,Automatic,Blue,17.94958194
1000,Petrol,4,BMW,Manual,Blue,12.29849979
1500,Petrol,1,Kia,Manual,Gray,9.620698696
1800,Petrol,2,Honda,Manual,Red,17.82637925
2500,Diesel,3,Tesla,Manual,Gray,14.60911744
3000,Diesel,3,Volkswagen,Manual,Blue,14.60103259
4000,Electric,2,Toyota,Automatic,Silver,22.59387769
1000,Petrol,5,Honda,Automatic,White,9.780560347
5000,Diesel,4,Tesla,Manual,Blue,18.61497539
3000,Petrol,2,Ford,Manual,Blue,11.74952486
2000,Petrol,1,Honda,Manual,Blue,19.29463902
800,Electric,5,Toyota,Manual,White,15.05258498
3000,Diesel,5,Kia,Manual,Silver,20.97559718
1800,Diesel,4,BMW,Automatic,Black,21.51967902
1800,Diesel,3,Ford,Manual,Silver,18.5828288
5000,Electric,1,Chevrolet,Automatic,Red,8.25973537
5000,Electric,4,Chevrolet,Automatic,White,17.62944641
3000,Electric,3,Tesla,Manual,Gray,11.37733385
2000,Electric,2,Honda,Automatic,Black,11.24507862
2000,Petrol,1,Tesla,Manual,Red,12.30488042
2000,Petrol,5,Honda,Manual,Red,21.18803114
2000,Petrol,3,Nissan,Manual,Blue,14.5528332
2000,Petrol,5,Ford,Manual,Blue,14.09320944
1000,Electric,4,Honda,Manual,White,9.187364138
1000,Diesel,5,Hyundai,Automatic,Silver,18.90080528
1800,Petrol,1,Volkswagen,Automatic,Black,17.82507767
2000,Petrol,5,Hyundai,Automatic,Red,11.098864
4000,Electric,3,Chevrolet,Automatic,Red,7.254793379
1800,Petrol,5,Toyota,Manual,Silver,16.09116102
3000,Diesel,2,Chevrolet,Manual,Black,12.00909894
1000,Petrol,5,Chevrolet,Manual,White,21.46728038
1000,Petrol,2,BMW,Manual,Gray,19.22403427
2500,Diesel,2,Nissan,Automatic,Gray,12.14523073
3000,Diesel,5,Kia,Manual,Gray,10.93460861
1200,Diesel,3,BMW,Manual,Red,12.65041401
3000,Electric,4,BMW,Automatic,White,30.87029142
1200,Diesel,4,Honda,Automatic,Red,16.89338891
1800,Electric,1,Honda,Automatic,Gray,22.77913232
800,Diesel,4,Toyota,Manual,Silver,22.12576003
2000,Electric,5,Chevrolet,Manual,Gray,11.34413183
5000,Petrol,4,Volkswagen,Automatic,White,16.06612275
1500,Petrol,4,BMW,Manual,Red,7.491032525
1000,Electric,1,BMW,Manual,Black,23.75725115
5000,Diesel,1,Kia,Automatic,Blue,18.28441807
5000,Diesel,3,Nissan,Manual,Blue,11.9017836
800,Diesel,4,Volkswagen,Manual,Red,24.69175481
1800,Electric,4,Ford,Automatic,Gray,12.71300872
3000,Petrol,3,Kia,Manual,White,11.73579981
1200,Electric,5,Nissan,Automatic,White,17.3216117
2500,Electric,2,Hyundai,Automatic,White,10.17911742
3000,Electric,4,Honda,Automatic,Gray,27.18576983
1500,Electric,2,Ford,Manual,White,14.10302291
1200,Electric,1,Kia,Manual,Black,18.64825786
3000,Petrol,2,Hyundai,Automatic,White,19.54752185
5000,Petrol,2,Volkswagen,Manual,Red,13.50521422
1000,Petrol,4,Hyundai,Automatic,White,22.09097017
1200,Diesel,3,Hyundai,Automatic,Gray,23.54413602
2000,Petrol,3,Ford,Automatic,Red,25.93173222
2000,Electric,4,Honda,Manual,Gray,17.35742771
2500,Diesel,2,Volkswagen,Automatic,White,17.88098597
1500,Electric,2,Nissan,Automatic,Gray,14.19333509
1500,Petrol,4,Toyota,Automatic,Silver,29.05608787
5000,Electric,2,Tesla,Automatic,White,15.14971217
3000,Petrol,2,Honda,Manual,Gray,17.56722267
1200,Petrol,5,Hyundai,Automatic,White,25.43952714
5000,Petrol,2,Nissan,Automatic,Blue,12.50274282
1500,Diesel,3,Kia,Manual,Blue,16.9926353
800,Petrol,2,Tesla,Manual,Gray,19.3509262
3000,Electric,3,Volkswagen,Manual,Silver,24.02774817
5000,Petrol,3,Volkswagen,Automatic,Gray,17.83265481
2000,Petrol,1,Kia,Manual,Black,13.33711307
4000,Petrol,3,Hyundai,Automatic,Blue,12.36808945
4000,Diesel,2,Nissan,Manual,Gray,22.13762857
800,Diesel,2,Nissan,Automatic,Red,18.14813763
1200,Electric,2,Honda,Automatic,White,19.95135921
1500,Petrol,4,Ford,Manual,Blue,27.83721139
2000,Petrol,1,Tesla,Manual,Black,19.99531537
800,Petrol,5,Tesla,Automatic,Gray,11.32411152
5000,Petrol,5,Chevrolet,Manual,White,17.40961309
4000,Electric,4,Ford,Manual,Silver,18.94256831
5000,Electric,5,Kia,Automatic,Black,17.21303013
1500,Petrol,3,Kia,Automatic,Gray,24.93887218
5000,Petrol,2,BMW,Automatic,Blue,21.01027049
4000,Petrol,2,BMW,Automatic,Red,25.11080129
1800,Electric,3,Nissan,Manual,Gray,20.9617981
1200,Diesel,3,Nissan,Automatic,Red,23.48033383
1000,Petrol,4,Toyota,Automatic,Black,5.776145585
1500,Diesel,4,Chevrolet,Manual,Blue,20.7239666
4000,Petrol,3,Nissan,Manual,Blue,16.93829737
1800,Electric,2,BMW,Automatic,Red,16.13938179
1800,Petrol,5,Tesla,Automatic,Blue,14.30075662
2000,Petrol,5,Tesla,Automatic,White,11.87102618
1800,Electric,1,Ford,Manual,White,25.01764777
2500,Petrol,4,Nissan,Automatic,Blue,18.65198985
1500,Electric,3,Honda,Automatic,Blue,13.67071785
1800,Petrol,4,Toyota,Manual,Black,12.62216022
4000,Electric,5,Nissan,Automatic,Gray,17.01083335
1500,Electric,1,Ford,Automatic,Black,22.79132756
1500,Diesel,2,Nissan,Manual,Gray,10.22042154
4000,Diesel,1,Ford,Automatic,White,22.18127405
4000,Diesel,1,Honda,Automatic,Red,12.47167207
1500,Petrol,2,Tesla,Automatic,Gray,14.80208673
3000,Electric,4,Ford,Automatic,Red,18.4588541
1500,Diesel,3,Ford,Automatic,White,21.90842571
1200,Diesel,3,Toyota,Manual,Blue,15.43445736
1800,Electric,3,Kia,Automatic,Red,17.91371509
2000,Petrol,2,Kia,Automatic,Silver,18.44732375
2500,Diesel,5,Kia,Automatic,White,13.284081
5000,Electric,3,Nissan,Manual,Blue,23.25497313
800,Diesel,2,Chevrolet,Automatic,Black,24.71048035
5000,Diesel,1,Tesla,Manual,Black,15.45387217
3000,Diesel,3,Hyundai,Manual,Silver,24.5213217
5000,Electric,3,Hyundai,Manual,Silver,18.61145471
2000,Petrol,5,Tesla,Manual,Red,18.13845705
3000,Petrol,4,Volkswagen,Manual,White,17.6164993
2000,Petrol,3,Nissan,Automatic,Black,14.01649111
1200,Diesel,4,Chevrolet,Automatic,Silver,17.35750681
1000,Diesel,5,Hyundai,Automatic,Red,20.91426017
5000,Diesel,3,Chevrolet,Manual,Black,17.05566134
1800,Petrol,4,Honda,Manual,Gray,19.6021712
1500,Electric,4,Tesla,Manual,Silver,15.61399793
4000,Electric,2,Toyota,Manual,Blue,26.62790093
2000,Diesel,1,Hyundai,Automatic,Gray,16.29990123
3000,Diesel,3,Kia,Manual,Red,17.5598459
2000,Electric,1,Hyundai,Automatic,Silver,16.97490569
1500,Diesel,3,BMW,Automatic,Black,15.16147734
5000,Electric,2,BMW,Manual,Black,30.67892874
1800,Electric,5,Nissan,Manual,Red,18.90690214
1200,Diesel,1,Chevrolet,Manual,Silver,22.00251048
4000,Diesel,3,Nissan,Manual,Gray,20.61550512
1000,Electric,3,Ford,Automatic,Gray,18.53268347
1200,Electric,4,Chevrolet,Manual,White,22.78673111
1800,Diesel,4,Volkswagen,Automatic,Black,14.81849133
2000,Electric,3,BMW,Automatic,Black,17.36672958
2000,Diesel,2,Toyota,Manual,White,17.15969776
4000,Diesel,2,Honda,Manual,Black,29.31644539
1500,Electric,4,Toyota,Automatic,Silver,17.81704574
1200,Petrol,5,Kia,Automatic,White,12.95752762
3000,Diesel,1,Chevrolet,Automatic,Silver,8.584326177
800,Diesel,1,Chevrolet,Manual,Blue,20.85098846
1200,Petrol,5,Volkswagen,Manual,Black,21.21028485
1800,Electric,3,Toyota,Automatic,Black,18.10222776
1800,Petrol,2,Tesla,Automatic,Red,9.29380781
800,Diesel,5,Toyota,Manual,Silver,16.86700386
2000,Petrol,2,Tesla,Automatic,Black,21.2039086
2000,Diesel,2,Chevrolet,Manual,Black,10.79747509
1200,Electric,1,Nissan,Automatic,Blue,15.22668543
1000,Electric,4,Ford,Manual,Black,14.98744524
1200,Petrol,5,Ford,Automatic,Blue,12.20877303
1000,Petrol,4,Volkswagen,Automatic,Silver,18.66404183
2500,Diesel,4,Nissan,Manual,White,15.98524013
3000,Diesel,3,BMW,Manual,Red,15.76452343
4000,Diesel,3,Nissan,Manual,Black,19.88495478
2500,Petrol,4,Chevrolet,Automatic,Red,19.85769537
800,Diesel,3,BMW,Automatic,Red,18.50780174
4000,Diesel,4,Toyota,Manual,White,21.14475471
3000,Diesel,3,Ford,Manual,Gray,10.59029486
2000,Electric,4,Hyundai,Automatic,White,16.05405538
1800,Petrol,5,Nissan,Manual,Red,17.31209059
1800,Diesel,2,Honda,Manual,Gray,17.67733671
2500,Petrol,4,BMW,Automatic,Blue,19.02674517
800,Diesel,4,Volkswagen,Automatic,Silver,10.28156055
1000,Electric,1,BMW,Automatic,Gray,19.42662734
1000,Petrol,2,Hyundai,Automatic,Gray,10.35654267
1200,Petrol,1,Kia,Manual,Gray,18.09945159
2500,Petrol,2,BMW,Manual,Black,25.59129699
3000,Diesel,5,Nissan,Automatic,Blue,9.853399557
1800,Petrol,5,BMW,Automatic,Blue,5.976043704
800,Petrol,3,Honda,Automatic,Blue,14.28340358
2000,Petrol,3,Ford,Manual,Gray,13.44510993
800,Diesel,4,Kia,Automatic,Gray,14.53381275
1500,Petrol,2,BMW,Automatic,Red,13.25880535
2000,Petrol,3,Volkswagen,Automatic,White,20.0849291
2000,Diesel,1,Volkswagen,Manual,Red,19.39503626
1200,Diesel,4,Tesla,Manual,Red,15.27456947
2500,Electric,3,Kia,Manual,Black,19.12446984
800,Petrol,3,Ford,Automatic,Blue,10.45553281
4000,Petrol,1,Toyota,Automatic,Black,21.28643698
2500,Petrol,5,Hyundai,Manual,Silver,25.79464035
1800,Electric,1,Tesla,Manual,Silver,14.40650959
5000,Petrol,5,Toyota,Automatic,White,16.14188751
1500,Petrol,5,Hyundai,Manual,Red,15.37797952
2500,Petrol,4,Toyota,Automatic,Red,17.13250324
3000,Electric,4,Ford,Manual,Blue,5.689635722
1200,Petrol,2,Chevrolet,Manual,Blue,16.92716488
4000,Diesel,5,Toyota,Manual,Gray,25.42038127
2000,Petrol,4,Ford,Automatic,Red,16.07715056
5000,Diesel,3,Ford,Automatic,Red,21.00415608
1200,Electric,4,Tesla,Manual,Silver,21.50996081
1800,Electric,1,Hyundai,Manual,Blue,19.62037648
800,Electric,2,Chevrolet,Automatic,Red,21.44211576
4000,Diesel,4,Kia,Automatic,Silver,20.39076375
4000,Electric,5,Kia,Manual,White,14.34831377
2000,Diesel,4,Kia,Manual,Silver,12.3405068
800,Electric,3,Kia,Manual,Blue,10.40637487
2000,Electric,4,Ford,Automatic,White,9.408276025
5000,Electric,3,Kia,Manual,Gray,19.59222207
1500,Electric,3,Volkswagen,Manual,Red,15.64959594
1200,Diesel,3,Nissan,Automatic,Gray,13.41551457
1000,Electric,4,BMW,Manual,Gray,23.11993358
2500,Diesel,3,BMW,Automatic,Black,17.978661
5000,Diesel,5,Honda,Automatic,Gray,17.33686352
1000,Petrol,5,BMW,Automatic,Gray,13.8354028
800,Electric,2,Hyundai,Manual,Gray,27.57158359
1800,Electric,5,BMW,Automatic,Black,23.81264866
4000,Diesel,3,Nissan,Manual,Silver,23.48154366
2500,Petrol,2,Tesla,Manual,Silver,20.51321056
1000,Electric,4,Honda,Automatic,Gray,15.89102922
1500,Diesel,5,Tesla,Manual,Gray,21.57080754
1800,Diesel,5,Chevrolet,Manual,Red,22.7713224
2000,Diesel,1,Volkswagen,Manual,White,22.66510247
800,Electric,5,Ford,Manual,Red,15.95754783
2000,Petrol,3,Tesla,Automatic,Blue,11.52210337
5000,Petrol,4,Tesla,Manual,Red,22.16922046
2000,Electric,5,Honda,Automatic,Gray,24.21350589
5000,Electric,3,Honda,Manual,Blue,16.08437402
1500,Electric,5,Ford,Automatic,Gray,17.4237549
800,Diesel,2,Tesla,Automatic,Gray,16.64715016
1000,Electric,4,Volkswagen,Automatic,Red,22.14249765
1500,Petrol,5,Tesla,Manual,Blue,17.31394189
2000,Diesel,3,Toyota,Automatic,White,15.15555595
1800,Electric,5,Hyundai,Automatic,Red,15.33968295
800,Electric,1,Tesla,Manual,Gray,17.54414292
1800,Electric,5,Nissan,Automatic,Black,16.72550692
2000,Electric,4,Volkswagen,Automatic,Blue,20.93688407
4000,Petrol,3,Toyota,Manual,Gray,28.07847771
2500,Petrol,1,BMW,Manual,Red,17.38721901
1000,Electric,1,Ford,Manual,Silver,16.18442316
1000,Petrol,1,Kia,Manual,Silver,23.98182068
4000,Diesel,4,Kia,Manual,Silver,12.84434385
1000,Petrol,4,Toyota,Manual,White,15.15455849
800,Petrol,4,Honda,Automatic,Black,12.69330369
2500,Diesel,1,Tesla,Manual,White,22.04234057
4000,Electric,1,Hyundai,Manual,Gray,17.87442094
5000,Diesel,5,Kia,Automatic,Red,21.13060154
1200,Diesel,2,Ford,Manual,Black,13.10230155
1800,Electric,2,Tesla,Manual,Blue,26.13910082
1000,Petrol,2,Tesla,Manual,Blue,22.56491068
800,Electric,5,Kia,Automatic,White,18.58253376
5000,Petrol,2,Nissan,Manual,Silver,12.96514679
2000,Petrol,3,Chevrolet,Automatic,Silver,19.69810133
1500,Petrol,2,Volkswagen,Automatic,Blue,9.011620201
5000,Petrol,4,Hyundai,Manual,Blue,20.01604019
2500,Electric,2,Chevrolet,Manual,Silver,22.19180181
1500,Electric,2,Toyota,Manual,Red,17.39576712
3000,Electric,3,Kia,Automatic,Gray,23.87257175
1800,Electric,5,Ford,Automatic,White,13.54954654
1800,Petrol,3,BMW,Manual,Black,10.19563042
5000,Diesel,2,Hyundai,Automatic,Silver,19.4921311
5000,Petrol,4,Chevrolet,Automatic,White,19.20288496
2000,Petrol,4,Nissan,Manual,Silver,17.00857421
1500,Diesel,3,Ford,Manual,Red,11.81323068
2000,Electric,3,Kia,Automatic,Red,16.17163681
3000,Petrol,3,Nissan,Manual,White,17.74846006
5000,Petrol,3,Honda,Automatic,Black,22.93532609
5000,Petrol,3,Hyundai,Automatic,Blue,12.90180692
1800,Electric,3,Toyota,Automatic,Silver,13.4892683
1800,Electric,3,Honda,Automatic,Red,10.90274351
1000,Petrol,4,Hyundai,Manual,Gray,28.12184519
800,Petrol,2,Honda,Automatic,Silver,13.02318946
800,Petrol,2,Kia,Automatic,Silver,21.20947985
800,Petrol,5,Ford,Manual,White,18.0018019
2500,Petrol,2,Hyundai,Manual,Black,17.69353943
3000,Diesel,4,Hyundai,Manual,Silver,17.98556241
1000,Petrol,3,Toyota,Manual,Red,15.27909017
2000,Electric,1,Honda,Manual,Silver,18.05941638
